21,267
16,818
17,245
16,332
17,675
16,244
17,997
16,347
18,908
16,497
17,549
16,086
17,511
16,229
20,95
17,894
18,442
16,827
17,784
18,015
15,803
20,164
19,787
16,3
17,074
18,606
15,785
17,203
23,522
18,041
16,605
28,346
29,942
38,074
16,561
20,034
20,822
19,461
18,672
21,517
19,515
20,289
19,794
20,106
20,019
16,634
18,621
17,445
18,266
17,197
17,712
18,34
21,499
17,476
16,524
16,57
18,764
16,629
17,169
16,561
18,364
33,697
18,654
17,216
16,21
18,474
19,996
16,661
18,707
16,198
24,171
16,669
18,84
18,254
18,008
18,594
16,3
18,569
18,017
16,15
22,858
17,547
16,734
18,766
17,212
17,685
18,492
18,308
21,015
17,893
19,651
17,154
18,865
18,22
22,982
21,382
18,971
18,065
18,154
18,388
17,203
18,292
19,485
17,893
16,685
16,925
16,739
16,993
20,639
19,521
17,791
18,41
17,221
18,141
17,517
17,369
20,568
18,21
18,285
16,403
17,726
21,945
17,988
17,956
16,584
16,889
17,614
20,532
19,63
17,435
18,873
18,208
16,828
16,864
19,153
20,999
19,183
18,385
18,293
18,265
17,307
16,912
17,463
16,608
16,599
17,4
18,261
17,018
18,996
22,241
18,386
17,499
16,311
17,342
16,582
17,676
17,033
18,12
17,293
17,694
16,785
16,649
18,786
20,226
18,845
18,153
20,897
18,282
17,57
19,372
17,081
16,312
16,725
18,016
19,648
17,385
17,416
22,635
19,531
16,657
16,807
20,334
19,158
18,525
18,616
17,312
17,409
16,701
18,011
19,246
18,345
20,571
17,915
19,248
17,518
16,019
16,582
17,413
18,334
19,069
17,248
20,119
19,885
19,152
25,228
17,544
22,615
18,598
17,623
19,388
17,811
18,638
16,592
17,393
19,611
16,775
17,134
18,362
21,249
19,578
16,761
18,72
18,942
18,721
18,149
21,443
17,359
19,259
16,925
18,534
19,331
18,232
22,866
17,172
16,477
19,066
19,678
16,653
20,114
18,072
16,986
16,29
16,602
16,317
16,509
17,891
22,196
17,932
16,466
17,327
17,325
16,442
16,445
16,282
17,692
17,194
16,122
17,262
20,611
16,415
21,602
18,309
16,649
19,019
19,797
16,206
23,701
18,068
19,002
19,0
18,599
18,977
16,531
16,766
21,909
18,978
16,869
17,351
18,585
19,181
17,453
21,318
16,689
19,392
18,926
19,011
17,454
20,204
20,89
17,696
17,888
16,773
19,171
17,294
19,985
19,755
18,812
16,433
17,936
17,211
16,826
24,315
20,304
18,493
24,668
17,812
21,337
17,399
19,32
19,797
18,914
18,384
20,375
18,014
21,236
20,841
17,636
17,374
18,666
18,059
18,659
16,467
16,126
16,443
17,436
17,372
19,83
17,839
17,091
23,68
16,615
16,746
17,897
17,454
16,344
16,43
21,164
17,284
16,412
22,16
17,869
20,199
16,848
21,747
18,268
17,264
18,26
16,495
16,42
21,707
19,818
18,646
16,549
17,481
28,015
19,384
17,882
21,667
16,741
17,814
17,31
25,502
16,712
18,255
16,92
19,249
18,602
24,172
18,16
16,295
16,436
18,909
17,099
18,075
17,554
20,481
17,811
19,387
20,179
17,387
18,336
22,879
18,892
18,662
17,715
17,29
17,037
17,749
20,045
18,709
18,722
16,901
16,584
18,439
20,227
21,847
17,795
17,487
17,875
17,982
16,366
19,607
17,162
17,206
18,301
16,854
17,093
19,941
27,449
17,445
27,765
20,615
21,928
17,497
22,769
24,351
25,838
18,556
21,822
24,862
20,032
17,583
26,07
18,776
19,983
18,499
18,144
16,989
18,526
19,848
18,542
16,378
19,405
18,706
17,024
19,187
21,118
16,58
17,547
19,49
17,629
16,665
18,349
17,438
17,535
19,703
20,148
16,721
18,62
18,2
22,385
17,196
17,614
19,05
18,537
16,39
18,241
17,529
17,838
16,859
20,38
17,965
16,555
16,995
19,95
19,662
16,746
18,781
19,848
17,049
16,839
17,853
16,641
16,427
16,871
19,627
17,836
17,419
21,418
19,713
19,275
16,851
19,259
17,927
16,427
19,763
16,715
18,939
18,222
17,361
18,761
16,431
21,108
17,206
16,755
16,678
18,939
18,606
16,603
18,638
18,36
16,543
17,055
20,318
17,599
22,571
19,809
16,101
17,101
17,847
18,346
18,797
17,066
18,282
17,419
17,931
16,88
16,964
18,91
32,607
22,492
20,814
20,454
18,992
20,404
19,562
18,568
18,715
16,672
17,347
19,727
17,747
21,545
23,045
17,688
19,236
19,599
21,283
17,576
17,168
17,26
16,602
19,189
19,664
16,371
18,189
19,505
20,695
17,465
18,47
18,072
17,774
17,943
17,409
17,88
18,745
19,157
18,842
17,886
19,898
19,081
23,908
19,319
17,067
18,805
17,39
17,828
16,494
16,905
18,106
17,617
17,738
18,0
16,474
18,563
20,908
16,404
16,753
17,542
18,698
17,822
18,236
18,543
16,945
20,851
19,964
22,639
19,08
19,402
21,376
19,487
17,4
17,289
17,59
19,57
19,029
17,353
16,521
19,07
20,789
17,189
17,688
20,42
17,169
16,431
16,649
17,097
18,815
20,663
17,509
18,413
17,791
18,657
19,548
17,637
16,761
20,55
19,188
17,324
18,83
18,825
16,838
16,8
18,228
20,902
18,602
21,801
18,266
18,277
17,215
23,688
18,478
17,339
18,636
19,339
16,546
19,089
22,648
19,334
16,223
18,374
16,044
17,244
16,833
23,434
17,181
17,95
19,227
20,054
20,538
18,844
17,385
17,006
18,954
18,381
17,572
20,167
19,157
21,126
17,092
16,832
17,796
17,06
17,604
18,109
18,866
16,728
16,255
18,395
18,059
16,557
17,309
26,399
17,505
21,195
18,425
17,555
18,28
19,648
18,196
16,842
17,124
17,42
22,26
16,013
15,947
17,771
16,063
16,097
16,027
16,53
18,556
15,704
17,326
16,246
16,139
22,097
17,452
15,757
16,349
15,784
17,797
15,866
17,636
16,024
18,278
17,446
16,516
18,154
16,098
20,11
17,297
19,379
18,372
16,567
21,331
16,498
15,739
16,244
18,962
16,232
16,741
17,846
18,502
22,316
18,355
17,5
16,523
17,346
16,34
17,557
16,893
18,379
17,132
22,878
18,84
18,339
17,66
24,475
17,898
17,061
18,15
16,647
17,752
18,075
15,957
16,132
16,381
16,877
17,8
15,895
17,254
22,45
18,939
18,29
15,986
18,356
16,45
21,816
17,632
17,403
17,553
17,53
15,563
16,424
16,776
26,15
16,121
18,024
24,755
16,38
18,15
16,953
15,792
15,862
16,215
16,512
15,918
17,292
16,015
20,272
16,092
16,002
16,624
16,646
17,053
17,777
18,122
17,327
16,943
17,673
16,996
16,082
20,648
16,967
16,093
17,641
19,066
17,765
16,587
16,449
18,043
15,829
16,708
19,523
18,019
16,615
21,962
18,388
17,829
17,918
17,355
20,24
16,756
17,98
17,671
19,431
16,073
15,902
17,16
17,998
22,488
16,43
20,06
18,266
